CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Juizo;Instancia;Data_Instauracao;Valor_Causa;Partes_Processo;Chance_Perda;Principais_Fatos;Analise_Impacto_Perda
22.459.737/0001-00;2020-06-01;2;015/1.18.0006795-1;4ª Vara Cível - Gravataí;1º Instância;2018-06-21;29365.99;CONDOMÍNIO DO SHOPPING DE GRAVATAÍ E GRAVATAÍ SHOPPING CENTERANA CRISTINA DOS SANTOS BERNARDINO E CRISTIANO BERNARDINO;REMOTA;Aguarda citação Executada.;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;9001852-06.2017.8.21.0015;Vara do Juizado Especial Cível - Gravataí;1º Instância;2017-05-11;37480;KAINE MARQUES DO NASCIMENTOSHOPPING GRAVATAÍ;REMOTA;Ação julgada improcedente, baixa definitiva em 17.12.2018;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;9003000-86.2016.8.21.0015;Vara do Juizado Especial Cível - Gravataí;1º Instância;2016-08-14;11887.1;LAWRENCE PERUFO DE AVILASHOPPING GRAVATAÍ E ESTAPAR ESTACIONAMENTOS;REMOTA;Ação julgada procedente em face da ESTAPAR, baixa definitiva em 05.10.2018;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;9003892-92.2016.8.21.0015;Vara do Juizado Especial Cível - Gravataí;1º Instância;2016-10-11;22741.18;CONDOMÍNIO DO SHOPPING GRAVATAÍBAG GRAVATAÍ ARTEFATOS DE COUROS LTDA. (BAGAGGIO);REMOTA;Busca de bens da Executada;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;9001753-36.2017.8.21.0015;Vara do Juizado Especial Cível - Gravataí;1º Instância;2017-05-04;37480;ALESSANDRA CRISTINA ROSA DOS SANTOS E ELAINE DA ROSASHOPPING GRAVATAÍ;REMOTA;Aguarda julgamento do Recurso Inominado;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;015/1.16.0008541-7;2ª Vara Cível - Gravataí;1º Instância;2016-07-18;6890.53;PRIMER GESTÃO DE RECURSOS HUMANOS EIRELICONDOMINIO SHOPPING GRAVATAÍ LTDA;REMOTA;Ação julgada improcedente. Agurdando julgamento de Recurso Inominado;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;015/1.14.0000966-0;2ª Vara Cível - Gravataí;1º Instância;2014-01-21;40000;ELTON DA ROCHA FERREIRA E TRANSIVEL TRANSPORTE E LOCAÇÃO LTDAPREFEITURA MUNICIPAL DE GRAVATAÍ E SHOPPING GRAVATAÍ;REMOTA;Sentença reconheceu ilegitimidade do Shopping Gravataí. Aguarda julgamento Apelação.;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;015/1.15.0013889-6;3ª Vara Cível - Gravataí;1º Instância;2015-11-24;126702;MKT WORLD TELEFONIA LTDAGRAVATAÍ SHOP INVESTIMENTO E PARTICIPAÇÕES SOCIETÁRIAS LTDA.;REMOTA;Aguarda contestação.;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;015/1.14.0004166-1;Vara do Juizado Especial Cível - Gravataí;1º Instância;2018-09-24;38160;RAFAEL TRINDADE DA SILVASAGA MONTAGES LTDA, SHOPPING DE GRAVATAÍ, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER LTDA.;REMOTA;Aguardando audiência de conciliação;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;015/1.14.0007924-3;4ª Vara Cível - Gravataí;1º Instância;2014-06-20;289600;JEFFERSON LUIS MACHADO NUNES, LENNON DA SILVA DORNELES, ALANA SOARES DA SILVA E LUCIANA CASTRO SOARESGRAVATAÍ SHOP INVESTIMENTO E PARTICIPAÇÕES SOCIETÁRIAS LTDA.;REMOTA;Aguarda manifestação da administradora judicial do Gravataí Shopping Center.;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;015/1.15.0015889-7;3ª Vara Cível - Gravataí;1º Instância;2015-12-14;7917.5;CARLA MARIA DE OLIVEIRA CARVALHO, FLAVIA ROSA TEIXEIRASHOPPING GRAVATAÍ E DAVID ROSA DOS SANTOS.;REMOTA;Aguarda manifestação da administradora judicial do Gravataí Shopping Center.;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;015/1.16.0012405-6;2ª Vara Cível - Gravataí;1º Instância;2016-10-10;395815.16;CONDOMÍNIO DO SHOPPING DE GRAVATAÍRGE - RIO GRANDE ENERGIA S.A.;POSSÍVEL;Aguarda julgamento impugnação.;Possível chance de impacto financeiro
22.459.737/0001-00;2020-06-01;2;015/1.18.0002171-4;2ª Vara Cível - Gravataí;1º Instância;2018-03-01;395815.16;CONDOMÍNIO DO SHOPPING DE GRAVATAÍRGE - RIO GRANDE ENERGIA S.A;POSSÍVEL;Aguarda julgamento impugnação.;Possível chance de impacto financeiro
22.459.737/0001-00;2020-06-01;2;015/1.18.0006401-4;2ª Vara Cível - Gravataí;1º Instância;2018-06-21;88167.02;CONDOMÍNIO DO SHOPPING DE GRAVATAÍ E GRAVATAÍ SHOPPING CENTERANA PAULA BURIGO ALIXANDRE E ANA PAULA BURIGO ALIXANDRE - CASA BURIGO;REMOTA;Aguardando citação da executada;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;017/1.18.0002023-0;1ª Vara Cível - Lajeado;1º Instância;2018-04-05;100000;CONDOMÍNIO DO SHOPPING LAJEADO E GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER LTDAMULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;REMOTA;Instrução;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;017/1.17.0007128-3;1ª Vara Cível - Lajeado;1º Instância;2017-12-18;100000;MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FIICONDOMÍNIO DO SHOPPING LAJEADO, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER LTDA, M. ASIA PARTICIPAÇÕES LTDA;POSSÍVEL;Instrução;Possível chance de impacto financeiro
22.459.737/0001-00;2020-06-01;2;017/1.18.0003914-4;1ª Vara Cível - Lajeado;1º Instância;2018-06-29;8980;MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FIIGLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER LTDA, M. ASIA PARTICIPAÇÕES LTDA, RGE SUL DISTRIBUIDORA DE ENERGIA S A, SHOPPING LAJEADO;REMOTA;Aguardando citação;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;017/1.18.0006947-7;2ª Vara Cível - Lajeado;1º Instância;2018-11-30;7872.19;JOANA PEIXOTO VIERSHOPPING COUNCIL DESENVOLVIMENTO E PARTICIPAÇÕES;REMOTA;apresentada contestação;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;9002632-37.2017.8.21.0017;Vara do Juizado Especial Cível - Lajeado;1º Instância;2017-10-09;12384.22;VOICE TELECOMCONDOMÍNIO DO SHOPPING LAJEADO;REMOTA;Extinto o processo por inadmissibilidade do procedimento sumaríssimo. Baixa definitiva em 21.02.2019;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;017/1.16.0000213-1;2ª Vara Cível - Lajeado;1º Instância;2016-01-25;50000;PIZZADEM ALIMENTOS LTDAM. ASIA PARTICIPAÇÕES LTDA, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER LTDA, M GRUPO;REMOTA;Juntada de petição informando falência MGRUPO;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;017/1.17.0002198-7;2ª Vara Cível - Lajeado;1º Instância;2017-05-02;8292.5;WA COMÉRCIO DE ALIMENTOS LTDA MEM. ASIA PARTICIPAÇÕES LTDA;REMOTA;apresentada contestação;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;017/1.16.0001921-2;1ª Vara Cível - Lajeado;1º Instância;2016-04-15;7837.5;CONDOMÍNIO DO SHOPPING DE LAJEADOAES SUL DISTRIBUIÇÃO GAÚCHA DE ENERGIA S/A;REMOTA;Transitado em julgado em 08/05/2018. Extinto.;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;017/1.17.0002276-2;1ª Vara Cível - Lajeado;1º Instância;2017-05-05;50184;BLOOMS BURGER REFEIÇÕES LTDA MESIMONSEN ASSESSORIA E PARTICIPAÇOES LTDA;REMOTA;apresentada contestação;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;9000573-42.2018.8.21.0017;Vara do Juizado Especial Civel - Lajeado;1º Instância;2018-02-23;15000;VANESSA CALDERARO DALCINSHOPPING LAJEADO, CL II ESTACIONAMENTO E SERVIÇOS LTDA EPP, UNIDASUL DISTRIBUIDORA ALIMENTÍCIA S/A.;REMOTA;Sentença improcedente, prazo para recurso.;Remota chance de impato financeiro
22.459.737/0001-00;2020-06-01;2;017/1.12.0006667-1;1ª Vara Cível -Lajeado;1º Instância;2012-10-11;150000;CONSTRUTORA GIOVANELLA LTDAUNISHOPPING ADMINISTRADORA LTDA - ME;POSSÍVEL;Sentença procedente, Apelação interposta em nome da administração judicial.;Possível chance de impacto financeiro
22.459.737/0001-00;2020-06-01;2;9000569-05.2018.8.21.0017;Vara do Juizado Especial Civel - Lajeado;1º Instância;2018-02-23;15000;KATIÚSSIA CALDERARO DALCINSHOPPING LAJEADO, CL II ESTACIONAMENTO E SERVIÇOS LTDA EPP, UNIDASUL DISTRIBUIDORA ALIMENTÍCIA S/A.;REMOTA;Sentença improcedente, prazo para recurso;Remota chance de impato financeiro
22.957.521/0001-74;2020-12-01;1;0020010-94.2018.5.04.0811;Reclamatória Trabalhista;1ª Instância;2017-09-25;3100;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;REMOTA;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de 01 DE MARÇO DE 2014, para desempenhar a função de CAMAREIRA tendo sido demitida sem justo motivo em 25 DE SETEMBRO DE 2017, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Realizada audiência e apresentada defesa.;0
22.957.521/0001-74;2020-12-01;1;00200134620185040812;Reclamatória Trabalhista;1ª Instância;2017-09-25;3400;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;REMOTA;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de 15 de Agosto de 2010 para desempenhar a função de servente, tendo sido demitido sem justo motivo em 25 DE SETEMBRO DE 2017, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Realizada audiência e apresentada defesa. Aguardando audiência a ser realizada em 19/03/2019.;0
22.957.521/0001-74;2020-12-01;1;00200109120185040812;Reclamatória Trabalhista;1ª Instância;2017-09-25;16450;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;REMOTA;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de 29 de Agosto de 1986, a 25 de setembro de 2017, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Realizada audiência e apresentada defesa.;0
22.957.521/0001-74;2020-12-01;1;0020007-42.2018.5.04.0811;Reclamatória Trabalhista;1ª Instância;2017-09-25;9000;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;REMOTA;Move ação em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBOLMALLlS ADMINISTRAÇÃO DE SHOP CENTER, ÁPICE SECURITIZADORA, Alega que laborou de 02 DE JUNHO DE 2008 a 25 DE SETEMBRO DE 2017. Pleiteia  Complementação dos depósitos do FGTS inclusive com a incidência nas parcelas rescisórias e a íntegra da multa de 40%. Realizada audiência e apresentada defesa.;0
22.957.521/0001-74;2020-12-01;1;0020008-24.2018.5.04.0812;Reclamatória Trabalhista;1ª Instância;2017-10-31;5000;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;POSSÍVEL;Move ação em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBOLMALLlS ADMINISTRAÇÃO DE SHOP CENTER, ÁPICE SECURITIZADORA, Alega que laborou de 24 de março de 2015 a 31 de outubro de 2017. Pleiteia  Complementação dos depósitos do FGTS inclusive com a incidência nas parcelas rescisórias e a íntegra da multa de 40%. Realizada audiência e apresentada defesa. Processo julgado procedente para condenar as reclamadas ao pagamento das diferenças de FGTS, considerando a revelia das reclamadas em audiência (ocorrida apenas em relação a City Hoteis e Globalmalls, Ápice corretamente representada em audiência). Opusemos embargos de declaração para sanear o erro material relativo a revelia e da omissão quanto a documentação juntada com a defesa.;5000
22.957.521/0001-74;2020-12-01;1;0020009-12.2018.5.04.0811;Reclamatória Trabalhista;1ª Instância;2017-09-25;2000;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;REMOTA;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de 1º de março de 2010 a 25 DE SETEMBRO DE 2017, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Sentença JULGOU IMPROCEDENTES OS PEDIDOS formulados por LEONARDO VIEIRA RODRIGUES SILVEIRA em face de APICE SECURITIZADORA S/A e PROCEDENTES os formulados em face de CITY HOTÉIS ADMINISTRAÇÃO S/A e GLOBALMALLS  PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A para CONDENAR as reclamadas a PAGAREM, sendo que a segunda de forma subsidiária, as seguintes parcelas: a) diferenças relativas aos depósitos mensais ao FGTS e b) multa de 40% do FGTS. Não houve recurso do reclamante quanto a improcedência da ação face a Àpice. Sentença já transitada em julgado.;0
22.957.521/0001-74;2020-12-01;1;0020011-76.2018.5.04.0812;Reclamatória Trabalhista;1ª Instância;2017-09-25;6000;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;POSSÍVEL;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de 20 de fevereiro de 2014, demitida em 25 de setembro de 2017 sem justo motivo, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Realizada audiência e apresentada defesa. Processo julgado procedente para condenar as reclamadas ao pagamento das diferenças de FGTS, considerando a revelia das reclamadas em audiência (ocorrida apenas em relação a City Hoteis e Globalmalls, Ápice corretamente representada em audiência). Opusemos embargos de declaração para sanear o erro material relativo a revelia e da omissão quanto a documentação juntada com a defesa.;6000
22.957.521/0001-74;2020-12-01;1;0020012-61.2018.5.04.0812;Reclamatória Trabalhista;1ª Instância;2017-09-25;6000;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;POSSÍVEL;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de 1º de maio de 2013 para desempenhar a função de recepcionista tendo sido demitida sem justo motivo em 25 DE SETEMBRO DE 2017, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Realizada audiência e apresentada defesa. Processo julgado procedente para condenar as reclamadas ao pagamento das diferenças de FGTS, considerando a revelia das reclamadas em audiência (ocorrida apenas em relação a City Hoteis e Globalmalls, Ápice corretamente representada em audiência). Opusemos embargos de declaração para sanear o erro material relativo a revelia e da omissão quanto a documentação juntada com a defesa.;6000
22.957.521/0001-74;2020-12-01;1;0020065-42.2018.5.04.0812;Reclamatória Trabalhista;1ª Instância;2017-09-25;18000;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;POSSÍVEL;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de foi admitido pelo empreendimento reclamado no dia 01/03/2005, e dispensado sem justo motivo, no dia 25/09/2017, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Realizada audiência e apresentada defesa. Processo julgado procedente para condenar as reclamadas ao pagamento das diferenças de FGTS, considerando a revelia das reclamadas em audiência (ocorrida apenas em relação a City Hoteis e Globalmalls, Ápice corretamente representada em audiência). Opusemos embargos de declaração para sanear o erro material relativo a revelia e da omissão quanto a documentação juntada com a defesa.;18000
22.957.521/0001-74;2020-12-01;1;0020348-65.2018.5.04.0812;Reclamatória Trabalhista;1ª Instância;2017-11-03;2100;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;REMOTA;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de foi admitido em 01 DE NOVEMBRO DE 2013, demissão em 03 DE NOVEMBRO DE 2017, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Realizada audiência e apresentada defesa.;0
22.957.521/0001-74;2020-12-01;1;0020349-50.2018.5.04.0812;Reclamatória Trabalhista;1ª Instância;2017-11-03;12000;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;REMOTA;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de foi admitido em 01 DE NOVEMBRO DE 2013, demissão em 03 DE NOVEMBRO DE 2017, pleiteia Pagamento do adicional de insalubridade no percentual apurado pelo expert nomeado com reflexos em parcelas de férias com 1/3, e 13º salários do período contratual, descansos semanais remunerados, feriados. Realizada audiência e apresentada defesa.;0
22.957.521/0001-74;2020-12-01;1;0020363-37.2018.5.04.0811;Reclamatória Trabalhista;1ª Instância;2017-09-25;2800;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;REMOTA;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de 16 de março de 2015 demissão em 25 de setembro de 2017, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Realizada audiência e apresentada defesa.;0
22.957.521/0001-74;2020-12-01;1;0020434-36.2018.5.04.0812;Reclamatória Trabalhista;1ª Instância;2017-09-25;3600;CITY HOTEIS ADMINISTRACAO S.A., APICE SECURITIZADORA S.A.E GLOBALMALLS PARTICIPACOES E ADMINISTRACAO DE SHOPPING CENTER S.A.,;POSSÍVEL;Ajuizou reclamatória trabalhista em face de CITY HOTÉIS ADMINISTRAÇÃO S/A, GLOBALMALLS PARTICIPAÇÕES E ADMINISTRAÇÃO DE SHOPPING CENTER S/A e APICE SECURITIZADORA S/A, vinculo de 1º de maio de 2013 para desempenhar a função de recepcionista tendo sido demitida sem justo motivo em 25 DE SETEMBRO DE 2017, pleiteia Complementação dos depósitos do FGTS e a íntegra da multa de 40% a incidir sobre os valores liberados e a respectiva complementação. Realizada audiência e apresentada defesa. Processo julgado procedente para condenar as reclamadas ao pagamento das diferenças de FGTS, considerando a revelia das reclamadas em audiência, preposto da Ápice sofreu acidente no dia anterior e não compareceu no ato. Opusemos embargos de declaração para sanear o erro material relativo a revelia e da omissão quanto a documentação juntada com a defesa. Sentença mantida. Interpusemos Recurso Ordinário, com recolhimento de custas e preparo, pendente de processamento.;3600
22.957.521/0001-74;2020-12-01;1;0000023-57.2014.5.04.0732;Reclamatória Trabalhista;2ª Instância;2017-09-25;8472.81;CONDOMÍNIO MAX SHOPPING E OUTROS;PROVÁVEL;A executada Ápice Securitizadora S.A. opõe Embargos à Execução ao direcionamento da execução contra si, pelo reconhecimento de sucessão trabalhista EM RELAÇÃO AO Condomínio Max Shopping Center. Sentença de improcedência, mantida em segunda instancia e objeto de Recurso de Revista, cujo seguimento fora negado. Interposto Agravo de instrumento, este encontra-se pendente de processamento.;8472.81
22.957.521/0001-74;2020-12-01;1;0020146-34.2018.5.04.0733;Reclamatória Trabalhista;1ª Instância;2017-09-25;1500;APOIO TATICO SERVICOS LTDA - ME e CONDOMINIO DO SHOPPING GERMANI;POSSÍVEL;Ação movida em face de APOIO TATICO SERVICOS LTDA - ME e CONDOMINIO DO SHOPPING GERMANIA em razão da subcontratação de serviços de segurança privada. Julgada PROCEDENTE a ação para condenar a reclamada APOIO TÁTICO SERVIÇOS EM PARTE LTDA - ME e, em caráter subsidiário, o CONDOMÍNIO DO SHOPPING GERMÂNIA, o que segue: a) adicional de 100% sobre o trabalho realizado em feriados, com reflexos em férias com 1/3, natalinas, repousos obrigatórios e FGTS com 40%, abatidos os valores pagos a mesmo título, inclusive aquele pago na audiência b) diferenças e adicional noturno, observada a hora reduzida noturna, com reflexos em férias com 1/3, natalinas, repousos obrigatórios e FGTS com 40%, observado que, além dos valores pagos com os recibos, também deverá ser abatido o valor pago na audiência. Iniciada a execução, foram apresentados cálculos, pendentes de homologação.;1500
22.957.521/0001-74;2020-12-01;1;004/1.18.0006040-8;Ação de cancelamento de registro;1ª Instância;2017-09-25;11301.4;RENATO ABDALA KARAM KALIL e outros x ÁPICE SECURITIZADORA S.A, BANCO MODAL S.A. e MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;REMOTA;Ação de cancelamento de registro de consolidação da propriedade e dação em pagamento. Extinto sem julgamento do mérito por falta de pagamento de custas iniciais.;0
22.957.521/0001-74;2020-12-01;1;9002152-64.2018.8.21.0004;Ação Indenizatória;1ª Instância;2017-09-25;14006.81;ROSSANO LUIS LAZZAROTTO x MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;PROVÁVEL;Ação indenizatória por danos materiais. Ação julgada procedente. Condenação paga. Arquivado.;1591.26
22.957.521/0001-74;2020-12-01;1;005/1.17.0000503-7;Ação de Reintegração de Posse;1ª Instância;2017-09-25;150000;ÁPICE SECURITIZADORA S/A x TURTLE COMÉRCIO DE LANCHES LTDA;REMOTA;Ação de reintegração de posse de loja de uso comercial no Shopping Center Bento Gonçalves. Ação julgada procedente.;0
22.957.521/0001-74;2020-12-01;1;005/1.16.0008453-9;Ação de reintegração de posse;1ª Instância;2017-09-25;160105.36;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII x M BLUE PARTICIPAÇÕES LTDA;REMOTA;Ação de reintegração de posse de salas do Shopping Center Bento Gonçalves.;0
22.957.521/0001-74;2020-12-01;1;005/1.17.0000502-9;Ação de Reintegração de Posse;1ª Instância;2017-09-25;701468.36;ÁPICE SECURITIZADORA S/A x BAR, RESTAURANTE E CAFÉ DA LU LTDA;REMOTA;Ação de reintegração de posse de lojas de uso comercial do Shopping Center Bento Gonçalves.;0
22.957.521/0001-74;2020-12-01;1;005/1.16.0006234-9;Cautelar Inominada;1ª Instância;2017-09-25;14122.22;ALDEIA SHOP INVESTIMENTOS E PARTICIPAÇÕES SOCIETARIAS LTDA e outros (M. Grupo) x ÁPICE SECURITIZADORA S/A;REMOTA;Ação visando suspensão da eficácia das alienações fiduciárias dadas em garantia e de leilões extrajudiciais. Processo extinto, pois reconheceu competência da Comarca de Sâo Paulo. Arquivado.;0
22.957.521/0001-74;2020-12-01;1;141/1.16.0005373-1;Ação de Reintegração de Posse;1ª Instância;2017-09-25;24268.06;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII x ALDEIA SHOP INVESTIMENTOS E PARTICIPAÇÕES LTDA. e CYRO SANTIAGO RODRIGUES;REMOTA;Ação de reintegração de posse do Shopping de Xangri-Lá. : Concedida liminar para reintegrar autora na posse do imóvel, incluindoadministração, vigente até o momento.;0
22.957.521/0001-74;2020-12-01;1;141/1.15.0003930-3;Ação Declaratória;1ª Instância;2017-09-25;15157.55;ALDEIA SHOP INVESTIMENTOS E PARTICIPAÇÕES SOCIETARIAS LTDA e outros (M. Grupo) x MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FI;REMOTA;Ação de declaração de nulidade de garantias prestadas em contrato ajustado com a ré em operação financeira que originou a emissão de Cédulas de Créditos Imobiliários;0
22.957.521/0001-74;2020-12-01;1;141/1.17.0002671-0;Ação de Reintegração de Posse;1ª Instância;2017-09-25;30799.93;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII x DAJ GASTRONOMIA LTDA-ME;REMOTA;Ação de reintegração de posse de loja de uso comercial. Concedida liminar pelo TJRS em julgamento do Agravo de Instrumenton° 70075114850, determinando a reintegração de posse do imóvel pretendido pela autora. Ação julgada procedente.;0
22.957.521/0001-74;2020-12-01;1;026/1.17.0000120-9;Ação Renovatória de Locação;1ª Instância;2017-09-25;23321.54;MARCIELI GRASEL PAULUS - ME x ÁPICE SECURITIZADORA S/A;POSSÍVEL;Ação renovatória de loja de uso comercial. Ação julgada procedente, condenando a Ápice em honorários de sucumbência.;3257.86
22.957.521/0001-74;2020-12-01;1;026/1.17.0008837-1;Ação de reintegração de posse;2ª Instância;2017-09-25;29608.8;APICE SECURITIZADORA S/A  x MR. BEAN COMÉRCIO ALIMENTOS LTDA - ME;REMOTA;Ação de reintegração de posse de loja de uso comercial do Shopping Germânia, Concedida liminar;0
